Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue
SRR17216228,RNA-Seq,300,24085717200,PRJNA788430,SAMN23970848,7596178191,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX13396167,GSM5730859,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:26:00Z,1,GSM5730859,Liver,SRP350516,Liver
SRR17216229,RNA-Seq,300,24273141900,PRJNA788430,SAMN23970849,7702438403,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX13396168,GSM5730860,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:29:00Z,1,GSM5730860,Lung,SRP350516,Lung
SRR17216230,RNA-Seq,300,23902161600,PRJNA788430,SAMN23970850,7592267145,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX13396262,GSM5730861,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:16:00Z,1,GSM5730861,Brain,SRP350516,Brain
SRR17216231,RNA-Seq,300,21959016900,PRJNA788430,SAMN23970851,6926979869,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX13396263,GSM5730862,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:04:00Z,1,GSM5730862,Heart,SRP350516,Heart
SRR17216232,RNA-Seq,300,22285969800,PRJNA788430,SAMN23970852,7054129291,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX13396265,GSM5730863,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:56:00Z,1,GSM5730863,Kidney,SRP350516,Kidney
SRR17216233,RNA-Seq,300,22765802100,PRJNA788430,SAMN23970853,7188869281,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13396266,GSM5730864,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:53:00Z,1,GSM5730864,Liver,SRP350516,Liver
SRR17216234,RNA-Seq,300,22098385500,PRJNA788430,SAMN23970854,7031816959,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX13396267,GSM5730865,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:55:00Z,1,GSM5730865,Lung,SRP350516,Lung
SRR17216235,RNA-Seq,300,24738894300,PRJNA788430,SAMN23970855,7927525658,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13396268,GSM5730866,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:11:00Z,1,GSM5730866,Brain,SRP350516,Brain
SRR17216236,RNA-Seq,300,24664643700,PRJNA788430,SAMN23970856,7827069473,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX13396269,GSM5730867,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:02:00Z,1,GSM5730867,Heart,SRP350516,Heart
SRR17216237,RNA-Seq,300,28349929500,PRJNA788430,SAMN23970857,9066104713,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX13396271,GSM5730868,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:50:00Z,1,GSM5730868,Kidney,SRP350516,Kidney
SRR17216238,RNA-Seq,300,22930413900,PRJNA788430,SAMN23970858,7233659499,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX13396272,GSM5730869,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamiasciurus hudsonicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:31:00Z,1,GSM5730869,Liver,SRP350516,Liver
SRR17216239,RNA-Seq,300,21808299000,PRJNA788430,SAMN23970782,6890426959,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13396092,GSM5730560,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:37:00Z,1,GSM5730560,Skin,SRP350516,Skin
SRR17216240,RNA-Seq,300,20910834000,PRJNA788430,SAMN23970783,6658103562,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13396093,GSM5730561,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:42:00Z,1,GSM5730561,Brain,SRP350516,Brain
SRR17216241,RNA-Seq,300,20692719900,PRJNA788430,SAMN23970784,6530795739,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX13396094,GSM5730562,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:52:00Z,1,GSM5730562,Heart,SRP350516,Heart
SRR17216242,RNA-Seq,300,24153651900,PRJNA788430,SAMN23970785,7664706618,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX13396095,GSM5730563,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:07:00Z,1,GSM5730563,Kidney,SRP350516,Kidney
SRR17216243,RNA-Seq,300,21131864100,PRJNA788430,SAMN23970786,6658060020,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13396096,GSM5730564,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:00:00Z,1,GSM5730564,Brain,SRP350516,Brain
SRR17216244,RNA-Seq,300,23694823200,PRJNA788430,SAMN23970787,7487946963,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX13396097,GSM5730565,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:41:00Z,1,GSM5730565,Heart,SRP350516,Heart
SRR17216245,RNA-Seq,300,22137340200,PRJNA788430,SAMN23970788,7061607209,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX13396098,GSM5730566,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:28:00Z,1,GSM5730566,Kidney,SRP350516,Kidney
SRR17216246,RNA-Seq,300,25617535200,PRJNA788430,SAMN23970789,8111500857,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13396099,GSM5730567,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:47:00Z,1,GSM5730567,Brain,SRP350516,Brain
SRR17216247,RNA-Seq,300,24064712400,PRJNA788430,SAMN23970790,7602112529,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13396100,GSM5730568,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:14:00Z,1,GSM5730568,Heart,SRP350516,Heart
SRR17216248,RNA-Seq,300,21922817700,PRJNA788430,SAMN23970791,6932525381,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX13396101,GSM5730569,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:00:00Z,1,GSM5730569,Kidney,SRP350516,Kidney
SRR17216249,RNA-Seq,300,21359697000,PRJNA788430,SAMN23970792,6754773166,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13396102,GSM5730570,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:52:00Z,1,GSM5730570,Liver,SRP350516,Liver
SRR17216250,RNA-Seq,300,23561159700,PRJNA788430,SAMN23970793,7410354938,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX13396103,GSM5730571,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:46:00Z,1,GSM5730571,Heart,SRP350516,Heart
SRR17216251,RNA-Seq,300,23736965100,PRJNA788430,SAMN23970794,7530875150,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX13396104,GSM5730572,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:23:00Z,1,GSM5730572,Kidney,SRP350516,Kidney
SRR17216252,RNA-Seq,300,21920250300,PRJNA788430,SAMN23970795,6995066997,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX13395945,GSM5730573,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:38:00Z,1,GSM5730573,Liver,SRP350516,Liver
SRR17216253,RNA-Seq,300,22506794400,PRJNA788430,SAMN23970796,7164284693,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX13395946,GSM5730574,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:48:00Z,1,GSM5730574,Lung,SRP350516,Lung
SRR17216254,RNA-Seq,300,22090775700,PRJNA788430,SAMN23970797,7071571312,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13395947,GSM5730575,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:45:00Z,1,GSM5730575,Brain,SRP350516,Brain
SRR17216255,RNA-Seq,300,22574480400,PRJNA788430,SAMN23970798,7205526683,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX13395948,GSM5730576,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2022-03-22T05:35:00Z,1,GSM5730576,Kidney,SRP350516,Kidney
SRR17216256,RNA-Seq,300,21658405500,PRJNA788430,SAMN23970799,6885306303,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX13395949,GSM5730577,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:09:00Z,1,GSM5730577,Skin,SRP350516,Skin
SRR17216257,RNA-Seq,300,22840758900,PRJNA788430,SAMN23970800,7283040528,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13395950,GSM5730578,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:13:00Z,1,GSM5730578,Brain,SRP350516,Brain
SRR17216258,RNA-Seq,300,22243678200,PRJNA788430,SAMN23970801,6969745515,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13395951,GSM5730579,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:48:00Z,1,GSM5730579,Heart,SRP350516,Heart
SRR17216259,RNA-Seq,300,20069552700,PRJNA788430,SAMN23970802,6382637470,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13395952,GSM5730580,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:13:00Z,1,GSM5730580,Kidney,SRP350516,Kidney
SRR17216260,RNA-Seq,300,19305856800,PRJNA788430,SAMN23970803,6129942125,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13395953,GSM5730581,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:51:00Z,1,GSM5730581,Liver,SRP350516,Liver
SRR17216261,RNA-Seq,300,23520244800,PRJNA788430,SAMN23970804,7474655554,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX13395954,GSM5730582,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:33:00Z,1,GSM5730582,Lung,SRP350516,Lung
SRR17216262,RNA-Seq,300,23582785800,PRJNA788430,SAMN23970805,7578337091,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX13395955,GSM5730583,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:50:00Z,1,GSM5730583,Skin,SRP350516,Skin
SRR17216263,RNA-Seq,300,21699300300,PRJNA788430,SAMN23970806,6955583005,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX13395956,GSM5730584,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:49:00Z,1,GSM5730584,Brain,SRP350516,Brain
SRR17216264,RNA-Seq,300,24511471800,PRJNA788430,SAMN23970813,7673181146,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX13395957,GSM5730585,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:17:00Z,1,GSM5730585,Heart,SRP350516,Heart
SRR17216265,RNA-Seq,300,24653522400,PRJNA788430,SAMN23970807,7843781743,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13395958,GSM5730586,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:02:00Z,1,GSM5730586,Kidney,SRP350516,Kidney
SRR17216266,RNA-Seq,300,23861454000,PRJNA788430,SAMN23970808,7580028951,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13395959,GSM5730587,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:06:00Z,1,GSM5730587,Liver,SRP350516,Liver
SRR17216267,RNA-Seq,300,23130607800,PRJNA788430,SAMN23970988,7308684286,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX13395960,GSM5730588,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:11:00Z,1,GSM5730588,Lung,SRP350516,Lung
SRR17216268,RNA-Seq,300,21695692800,PRJNA788430,SAMN23970809,6907300362,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13395849,GSM5730589,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Chinchilla lanigera,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:15:00Z,1,GSM5730589,Skin,SRP350516,Skin
SRR17216269,RNA-Seq,300,25809143100,PRJNA788430,SAMN23970810,8221379707,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13395850,GSM5730590,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:56:00Z,1,GSM5730590,Heart,SRP350516,Heart
SRR17216270,RNA-Seq,300,21845313300,PRJNA788430,SAMN23970811,6862256778,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13395851,GSM5730591,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:57:00Z,1,GSM5730591,Kidney,SRP350516,Kidney
SRR17216271,RNA-Seq,300,23030183400,PRJNA788430,SAMN23970812,7236974705,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX13395852,GSM5730592,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:26:00Z,1,GSM5730592,Liver,SRP350516,Liver
SRR17216272,RNA-Seq,300,22739257200,PRJNA788430,SAMN23970814,7420429303,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13395853,GSM5730593,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:05:00Z,1,GSM5730593,LUNG,SRP350516,LUNG
SRR17216273,RNA-Seq,300,21551772600,PRJNA788430,SAMN23970815,6716635190,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX13395854,GSM5730594,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:54:00Z,1,GSM5730594,Skin,SRP350516,Skin
SRR17216274,RNA-Seq,300,24815022300,PRJNA788430,SAMN23970816,7898188322,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13395855,GSM5730595,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:08:00Z,1,GSM5730595,Heart,SRP350516,Heart
SRR17216275,RNA-Seq,300,22655095800,PRJNA788430,SAMN23970817,7266762330,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX13395856,GSM5730596,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:05:00Z,1,GSM5730596,Kidney,SRP350516,Kidney
SRR17216276,RNA-Seq,300,20769399300,PRJNA788430,SAMN23970818,6556577706,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13395857,GSM5730597,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:25:00Z,1,GSM5730597,Liver,SRP350516,Liver
SRR17216277,RNA-Seq,300,24093356700,PRJNA788430,SAMN23970819,7590140987,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13395858,GSM5730598,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:58:00Z,1,GSM5730598,Lung,SRP350516,Lung
SRR17216278,RNA-Seq,300,23462060100,PRJNA788430,SAMN23970820,7444116893,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX13395859,GSM5730599,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:29:00Z,1,GSM5730599,Skin,SRP350516,Skin
SRR17216279,RNA-Seq,300,22272526200,PRJNA788430,SAMN23970821,7055407141,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX13395860,GSM5730600,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:54:00Z,1,GSM5730600,Heart,SRP350516,Heart
SRR17216280,RNA-Seq,300,24192241200,PRJNA788430,SAMN23970822,7628520545,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX13395861,GSM5730601,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:59:00Z,1,GSM5730601,Kidney,SRP350516,Kidney
SRR17216281,RNA-Seq,300,23848414500,PRJNA788430,SAMN23970823,7483289807,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13395862,GSM5730602,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:54:00Z,1,GSM5730602,Liver,SRP350516,Liver
SRR17216282,RNA-Seq,300,22928167500,PRJNA788430,SAMN23970824,7221339733,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13395863,GSM5730603,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:12:00Z,1,GSM5730603,Lung,SRP350516,Lung
SRR17216283,RNA-Seq,300,22843481400,PRJNA788430,SAMN23970825,7208580473,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX13395864,GSM5730604,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:39:00Z,1,GSM5730604,SKin,SRP350516,SKin
SRR17216284,RNA-Seq,300,20845458900,PRJNA788430,SAMN23970826,6582366174,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX13395961,GSM5730605,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:38:00Z,1,GSM5730605,Heart,SRP350516,Heart
SRR17216285,RNA-Seq,300,24246203400,PRJNA788430,SAMN23970827,7637149831,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13395962,GSM5730606,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:01:00Z,1,GSM5730606,Kidney,SRP350516,Kidney
SRR17216286,RNA-Seq,300,21999964800,PRJNA788430,SAMN23970828,6927456184,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX13395963,GSM5730607,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:00:00Z,1,GSM5730607,Liver,SRP350516,Liver
SRR17216287,RNA-Seq,300,22505728500,PRJNA788430,SAMN23970829,7126645871,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX13395964,GSM5730608,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:00:00Z,1,GSM5730608,Lung,SRP350516,Lung
SRR17216288,RNA-Seq,300,23525697300,PRJNA788430,SAMN23970830,7430368105,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX13395965,GSM5730609,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:34:00Z,1,GSM5730609,Heart,SRP350516,Heart
SRR17216289,RNA-Seq,300,22762404600,PRJNA788430,SAMN23970831,7135494144,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13395966,GSM5730610,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:52:00Z,1,GSM5730610,Kidney,SRP350516,Kidney
SRR17216290,RNA-Seq,300,22831356600,PRJNA788430,SAMN23970834,7182401933,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX13395967,GSM5730611,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:15:00Z,1,GSM5730611,Liver,SRP350516,Liver
SRR17216291,RNA-Seq,300,22397390400,PRJNA788430,SAMN23970835,7042695929,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX13395968,GSM5730612,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:26:00Z,1,GSM5730612,Lung,SRP350516,Lung
